pop,code,mpg,ha,category,brood_yr,nS,phos
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2003,2811,0.49
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2004,1462,0.65
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2005,748,0.65
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2006,727,0.69
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2007,750,0.79
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2008,1936,0.86
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2009,1947,0.78
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2010,2744,0.73
Imnaha,IRMAI,Grande Ronde / Imnaha,57.2092,impact,2011,2266,0.61
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1957,2004,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1958,1270,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1959,1588,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1960,1386,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1961,2377,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1962,1722,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1963,2109,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1964,1895,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1965,954,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1966,2004,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1967,1637,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1968,2001,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1969,1334,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1970,1204,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1971,532,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1972,820,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1973,1442,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1974,450,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1975,727,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1976,259,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1977,407,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1978,742,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1979,223,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1980,44,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1981,157,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1982,91,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1983,178,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1984,155,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1985,307,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1986,244,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1987,475,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1988,1160,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1989,95,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1990,197,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1991,191,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1992,185,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1993,738,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1994,34,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1995,17,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1996,61,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1997,235,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1998,392,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,1999,81,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2000,326,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2001,740,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2002,1177,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2003,1315,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2004,343,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2005,307,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2006,159,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2007,312,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2008,437,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2009,502,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2010,791,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2011,757,0
BearValley,MFBEA,Middle Fork Salmon River,75.6181,control,2012,941,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1957,1097,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1958,463,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1959,429,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1960,756,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1961,1839,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1962,1088,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1963,722,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1964,249,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1965,356,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1966,600,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1967,327,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1968,439,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1969,317,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1970,332,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1971,156,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1972,293,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1973,468,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1974,137,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1975,376,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1976,107,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1977,44,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1978,463,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1979,73,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1980,20,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1981,107,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1982,34,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1983,132,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1984,205,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1985,341,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1986,327,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1987,176,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1988,493,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1989,146,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1990,107,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1991,63,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1992,98,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1993,273,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1994,15,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1995,10,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1996,5,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1997,161,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1998,73,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,1999,49,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2000,63,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2001,683,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2002,551,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2003,439,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2004,244,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2005,68,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2006,44,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2007,98,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2008,205,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2009,449,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2010,224,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2011,298,0
BigCr,MFBIG,Middle Fork Salmon River,140.545,control,2012,385,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1960,351,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1961,445,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1962,388,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1963,473,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1964,554,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1965,69,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1966,369,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1967,341,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1968,513,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1969,157,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1970,153,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1971,216,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1972,385,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1973,551,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1974,413,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1975,307,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1976,66,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1977,203,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1978,319,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1979,41,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1980,34,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1981,191,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1982,91,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1983,81,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1984,19,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1985,66,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1986,34,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1987,100,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1988,NA,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1989,91,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1990,9,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1991,34,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1992,22,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1993,81,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1994,6,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1995,NA,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1996,3,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1997,22,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1998,50,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,1999,9,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2000,16,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2001,294,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2002,263,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2003,291,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2004,59,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2005,63,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2006,41,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2007,34,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2008,47,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2009,38,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2010,53,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2011,9,0
Camas,MFCAM,Middle Fork Salmon River,63.4086,control,2012,69,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1957,1091,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1958,495,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1959,316,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1960,857,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1961,336,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1962,403,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1963,670,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1964,926,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1965,426,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1966,126,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1967,421,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1968,346,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1969,282,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1970,110,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1971,203,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1972,385,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1973,200,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1974,121,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1975,82,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1976,80,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1977,159,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1978,74,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1979,NA,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1980,23,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1981,77,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1982,59,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1983,18,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1984,10,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1985,72,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1986,54,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1987,59,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1988,13,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1989,41,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1990,NA,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1991,41,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1992,56,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1993,80,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1994,3,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1995,NA,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1996,3,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1997,56,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1998,108,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,1999,15,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2000,26,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2001,654,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2002,539,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2003,490,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2004,133,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2005,80,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2006,36,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2007,54,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2008,98,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2009,72,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2010,51,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2011,38,0
Loon,MFLOO,Middle Fork Salmon River,74.1852,control,2012,87,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1957,906,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1958,682,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1959,229,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1960,778,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1961,1369,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1962,887,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1963,968,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1964,1845,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1965,1051,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1966,1057,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1967,1692,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1968,1213,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1969,578,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1970,1187,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1971,731,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1972,812,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1973,1348,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1974,547,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1975,523,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1976,125,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1977,255,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1978,703,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1979,122,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1980,23,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1981,164,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1982,104,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1983,86,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1984,156,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1985,281,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1986,263,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1987,390,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1988,565,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1989,115,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1990,148,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1991,104,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1992,169,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1993,328,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1994,13,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1995,NA,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1996,26,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1997,161,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1998,229,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,1999,NA,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2000,94,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2001,508,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2002,484,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2003,872,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2004,94,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2005,65,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2006,125,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2007,130,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2008,177,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2009,167,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2010,632,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2011,674,0
MarshCR,MFMAR,Middle Fork Salmon River,44.3858,control,2012,411,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1957,693,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1958,238,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1959,169,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1960,160,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1961,498,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1962,321,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1963,576,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1964,202,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1965,132,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1966,584,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1967,551,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1968,584,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1969,568,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1970,383,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1971,239,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1972,292,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1973,321,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1974,123,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1975,206,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1976,58,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1977,21,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1978,263,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1979,62,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1980,8,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1981,29,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1982,12,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1983,33,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1984,NA,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1985,41,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1986,267,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1987,45,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1988,303,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1989,22,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1990,87,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1991,108,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1992,11,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1993,132,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1994,NA,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1995,2,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1996,28,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1997,37,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1998,102,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,1999,NA,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2000,11,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2001,87,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2002,201,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2003,191,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2004,15,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2005,28,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2006,54,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2007,56,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2008,71,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2009,50,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2010,113,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2011,171,0
SulphurCr,MFSUL,Middle Fork Salmon River,14.8618,control,2012,41,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1957,804,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1958,282,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1959,679,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1960,1183,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1961,478,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1962,760,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1963,684,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1964,797,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1965,298,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1966,284,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1967,737,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1968,328,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1969,702,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1970,335,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1971,471,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1972,566,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1973,698,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1974,275,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1975,178,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1976,176,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1977,208,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1978,291,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1979,92,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1980,62,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1981,116,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1982,95,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1983,162,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1984,44,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1985,194,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1986,136,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1987,185,0
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1988,353,0.04
SFSEast,SFEFS,South Fork Salmon River,123.279,impact,1989,109,0.04
